Brand,Title,Price,Product Link
MSI Modern,"MSI Modern 15, Intel 12Th Gen I7-1255U, 40Cm FHD Thin & Light Laptop (16GB/1Tb NVME SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B12MO-815IN","₹49,949",https://www.amazon.in/i7-1255U-Windows-Graphics-Classic-B12MO-815IN/dp/B0D1VKJBP3/ref=sr_1_69?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-69
Acer Aspire,"Acer Aspire Lite, Intel Core i5-1334U, 13th Gen, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","₹46,990",https://www.amazon.in/Acer-i5-1334U-39-62cm-Windows-AL15-53/dp/B0DPXCXDJ7/ref=sr_1_70?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-70
"HP 15s,","HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","₹47,600",https://www.amazon.in/HP-i5-1235U-FY5008TU-Anti-Glare-15-6-inch/dp/B0CJM5Z6FY/ref=sr_1_71?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-71
Acer [SmartChoice,"Acer [SmartChoice Aspire Lite AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop","₹34,990",https://www.amazon.in/5-5625U-Premium-Windows-AL15-41-Display/dp/B0DG2GCTD7/ref=sr_1_72?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-72
Dell G-series-15-5530-laptop,"Dell G-series-15-5530-laptop - 15.6-inch FHD, Intel Core i5-13450HX, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Orange Backlit Keyboard & G-Key, Windows 11 Home, Dark Shadow Gray, 2.65 Kg","₹76,962",https://www.amazon.in/Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_73?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-73
ASUS Vivobook,"ASUS Vivobook 15, 15.6"" FHD (1920 x 1080), Intel Core i5-1334U, (16GB RAM/512GB SSD/Intel Iris Xᵉ/Win 11/M365 Basic (1Year)*/Office Home 2024/Backlit Keyboard/Quiet Blue/1.70 kg), X1504VA-NJ2217WS","₹48,989",https://www.amazon.in/ASUS-Vivobook-i5-1334U-Keyboard-X1504VA-NJ2217WS/dp/B0DY7DF96M/ref=sr_1_74?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-74
Lenovo IdeaPad,"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0072IN, 3 mon. Game Pass Laptop","₹47,390",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzk4OTQzNDg0NjM0NTAzOjE3NTM2MTgzMzE6c3BfbXRmOjMwMDQ0OTQ0Mjg0MjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN%2Fdp%2FB0DP7BZ8FD%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618331%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ
Lenovo Smartchoice,"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN","₹65,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzk4OTQzNDg0NjM0NTAzOjE3NTM2MTgzMzE6c3BfbXRmOjMwMDU0OTQ0MTI0MzkzMjo6MDo6&url=%2FLenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN%2Fdp%2FB0F2162VGQ%2Fref%3Dsr_1_76_sspa%3Fdib%3DeyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618331%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ
Lenovo V14,"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty","₹41,999",https://www.amazon.in/Lenovo-V14-G3-i5-1235U-Ms-Office/dp/B0F4XH5MVJ/ref=sr_1_77?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-77
ASUS Vivobook,"ASUS Vivobook 16, AMD Ryzen AI 7 350, AI PC(AMD Radeon iGPU/16GB RAM/512GB SSD/FHD+/16""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.88 Kg) M1607KA-MB134WS","₹72,990",https://www.amazon.in/ASUS-Vivobook-Backlit-Keyboard-M1607KA-MB134WS/dp/B0FC2H6R9W/ref=sr_1_78?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-78
"HP 15,","HP 15, 13th Gen Intel Core i5-1334U Laptop(16GB DDR4, 512GB SSD), 15.6""/39.6cm,FHD,Win 11,Office 24,Microsoft 365*, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/Privacy Shutter, Backlit KB, fd0467tu","₹55,990",https://www.amazon.in/HP-i5-1334U-Microsoft-Graphics-fd0467tu/dp/B0DTK9DZB4/ref=sr_1_79?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-79
Acer Aspire,"Acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 8GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","₹32,993",https://www.amazon.in/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_80?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-80
ASUS Vivobook,"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 3 7320U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/Cool Silver/1.63 kg), E1504FA-LK321WS","₹36,990",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK321WS/dp/B0BTWCYPGV/ref=sr_1_81?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-81
Lenovo IdeaPad,"Lenovo IdeaPad Slim 3 Ryzen 3 7320U 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Integrated AMD Radeon 610M Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XQ00MDIN","₹32,990",https://www.amazon.in/Lenovo-IdeaPad-Integrated-Graphics-82XQ00MDIN/dp/B0FDQKWW14/ref=sr_1_82?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-82
"HP Victus,","HP Victus, 13th Gen Intel Core i5-13420H, RTX 2050 Upgrade(Upto 32GB) 16GB DDR4, 512GB SSD, FHD, 144Hz, IPS, 300 nits, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2703tx Gaming Laptop","₹62,990",https://www.amazon.in/HP-i5-13420H-Upgrade-Office24-fa2703tx/dp/B0DV97GJBK/ref=sr_1_83?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-83
MSI Modern,"MSI Modern 14, Intel 12Th Gen. I7-1255U, 36Cm FHD 60Hz Laptop(16GB/512GB NVME SSD/Windows 11 Home/Bluetooth/Mso 2021/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12MO-1211IN","₹45,000",https://www.amazon.in/MSI-I7-1255U-Bluetooth-Graphics-C12MO-1211IN/dp/B0BV2FF71G/ref=sr_1_84?dib=eyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok&dib_tag=se&keywords=laptop+under+50k&qid=1753618331&sr=8-84
"Primebook 4G,","Primebook 4G, 2025(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)","₹16,490",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzk4OTQzNDg0NjM0NTAzOjE3NTM2MTgzMzE6c3BfYnRmOjMwMDIxMzY3MzA2MzIzMjo6MDo6&url=%2FPrimebook-Android-Based-MediaTek-MT8788%2Fdp%2FB0D1Y3MVGL%2Fref%3Dsr_1_85_sspa%3Fdib%3DeyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618331%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ
Lenovo LOQ,"Lenovo LOQ Essential Intel Core i5-12450HX| NVIDIA RTX 3050 6GB (12GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/3 Mon. Game Pass/Grey/1.7Kg), 83LK006AIN AI Gaming Laptop","₹66,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzk4OTQzNDg0NjM0NTAzOjE3NTM2MTgzMzE6c3BfYnRmOjMwMDYzNzA3NDgzNDUzMjo6MDo6&url=%2FLenovo-Essential-i5-12450HX-Refresh-83LK006AIN%2Fdp%2FB0FG3LB357%2Fref%3Dsr_1_86_sspa%3Fdib%3DeyJ2IjoiMSJ9.WcAlnWFNpket1f0rz_pNsrOwDRZrFaSJcCnuqvKq9BKotyG-P6d2Eaj861tvhSypqheAtMQPknG2_N7spMFwBmXGk3HfFWMPBbmtYZZ5CVoBQG49dtJv-OnYRwPE8aow_74-BJ9sI0c1rrlRlCUC7I0JcB13qUGnh8PCEvUXuQww4iq3aWxe6SSR8UIFckUV-zjf_2Q96EQJMGmeSP3vzohBhjPho7ExoiCN37wQVms.6-BAzT_Ga6jwHsvTjJNsdMya7PrRtxZ_rgQ0Gy9xyok%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618331%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ
Lenovo Thinkbook,"Lenovo Thinkbook 16 G6 AMD Ryzen 5 16"" Wuxga IPS Antiglare 300 NITS Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA07RIN","₹47,390",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2NTEzMzU4NzIyNjU3OjE3NTM2MTgzMzU6c3BfYXRmX25leHQ6MzAwNjExODQ2NDM0NTMyOjowOjo&url=%2FLenovo-Thinkbook-16-G6-21Kka07Rin%2Fdp%2FB0CZ7DNGZH%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.yruBWt6AvDmOX2PQkApvA8UHXZWZyri7CWvWKnHTbjI5LyxNkZ-Qk_8_klyuYCEpg8Uy57PCfUpDpXyyfPwDQa5Qz4FYLct0Pk4Dbuv9v8Pq5kYDHDcRyE5LADIHZD_Fk7f9G1vhjseLlXGsGtYLCFalnmRWdHIk73uLEaRGGg6N88Gk4T3iyxWluHVM5LGMLgTvYMnzigDooKduh8cfKJI_oy2ybc_M7VQ3sXxG-24.VtimGf2zTnxSJO3Mn9ObZL4xTNbsXm9KQs2GwInGFJo%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618335%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ
Lenovo Smartchoice,"Lenovo Smartchoice Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/Grey/1.39Kg), 83CV003MIN","₹78,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2NTEzMzU4NzIyNjU3OjE3NTM2MTgzMzU6c3BfYXRmX25leHQ6MzAwNDI3MTI5NTIwMTMyOjowOjo&url=%2FLenovo-Built-WUXGA-OLED-400Nits-83CV003MIN%2Fdp%2FB0D9VLF328%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.yruBWt6AvDmOX2PQkApvA8UHXZWZyri7CWvWKnHTbjI5LyxNkZ-Qk_8_klyuYCEpg8Uy57PCfUpDpXyyfPwDQa5Qz4FYLct0Pk4Dbuv9v8Pq5kYDHDcRyE5LADIHZD_Fk7f9G1vhjseLlXGsGtYLCFalnmRWdHIk73uLEaRGGg6N88Gk4T3iyxWluHVM5LGMLgTvYMnzigDooKduh8cfKJI_oy2ybc_M7VQ3sXxG-24.VtimGf2zTnxSJO3Mn9ObZL4xTNbsXm9KQs2GwInGFJo%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618335%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ
"HP Victus,","HP Victus, 13th Gen Intel Core i5-13420H, RTX 2050 Upgrade(Upto 32GB) 16GB DDR4, 512GB SSD, FHD, 144Hz, IPS, 300 nits, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2703tx Gaming Laptop","₹62,990",https://www.amazon.in/HP-i5-13420H-Upgrade-Office24-fa2703tx/dp/B0DV97GJBK/ref=sr_1_83?dib=eyJ2IjoiMSJ9.yruBWt6AvDmOX2PQkApvA8UHXZWZyri7CWvWKnHTbjI5LyxNkZ-Qk_8_klyuYCEpg8Uy57PCfUpDpXyyfPwDQa5Qz4FYLct0Pk4Dbuv9v8Pq5kYDHDcRyE5LADIHZD_Fk7f9G1vhjseLlXGsGtYLCFalnmRWdHIk73uLEaRGGg6N88Gk4T3iyxWluHVM5LGMLgTvYMnzigDooKduh8cfKJI_oy2ybc_M7VQ3sXxG-24.VtimGf2zTnxSJO3Mn9ObZL4xTNbsXm9KQs2GwInGFJo&dib_tag=se&keywords=laptop+under+50k&qid=1753618335&sr=8-83
ASUS Vivobook,"ASUS Vivobook Go 15, AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.63 Kg) E1504FA-NJ5541WS","₹39,940",https://www.amazon.in/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ5541WS/dp/B0FB99MSD9/ref=sr_1_84?dib=eyJ2IjoiMSJ9.yruBWt6AvDmOX2PQkApvA8UHXZWZyri7CWvWKnHTbjI5LyxNkZ-Qk_8_klyuYCEpg8Uy57PCfUpDpXyyfPwDQa5Qz4FYLct0Pk4Dbuv9v8Pq5kYDHDcRyE5LADIHZD_Fk7f9G1vhjseLlXGsGtYLCFalnmRWdHIk73uLEaRGGg6N88Gk4T3iyxWluHVM5LGMLgTvYMnzigDooKduh8cfKJI_oy2ybc_M7VQ3sXxG-24.VtimGf2zTnxSJO3Mn9ObZL4xTNbsXm9KQs2GwInGFJo&dib_tag=se&keywords=laptop+under+50k&qid=1753618335&sr=8-84
"HP 15,","HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB RAM, 512GB SSD), Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MS Office 2021, Silver, 1.59Kg, Intel UHD Graphics, FHD Camera, Backlit KB, fd0220TU","₹51,490",https://www.amazon.in/HP-i5-1334U-15-6-inch-Speakers-15-fd0220TU/dp/B0CY2PZZJB/ref=sr_1_85?dib=eyJ2IjoiMSJ9.yruBWt6AvDmOX2PQkApvA8UHXZWZyri7CWvWKnHTbjI5LyxNkZ-Qk_8_klyuYCEpg8Uy57PCfUpDpXyyfPwDQa5Qz4FYLct0Pk4Dbuv9v8Pq5kYDHDcRyE5LADIHZD_Fk7f9G1vhjseLlXGsGtYLCFalnmRWdHIk73uLEaRGGg6N88Gk4T3iyxWluHVM5LGMLgTvYMnzigDooKduh8cfKJI_oy2ybc_M7VQ3sXxG-24.VtimGf2zTnxSJO3Mn9ObZL4xTNbsXm9KQs2GwInGFJo&dib_tag=se&keywords=laptop+under+50k&qid=1753618335&sr=8-85
Lenovo Thinkbook,"Lenovo Thinkbook 16 G6 AMD Ryzen 5 16"" Wuxga IPS Antiglare 300 NITS Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA07RIN","₹47,390",https://www.amazon.in/Lenovo-Thinkbook-16-G6-21Kka07Rin/dp/B0CZ7DNGZH/ref=sr_1_86?dib=eyJ2IjoiMSJ9.yruBWt6AvDmOX2PQkApvA8UHXZWZyri7CWvWKnHTbjI5LyxNkZ-Qk_8_klyuYCEpg8Uy57PCfUpDpXyyfPwDQa5Qz4FYLct0Pk4Dbuv9v8Pq5kYDHDcRyE5LADIHZD_Fk7f9G1vhjseLlXGsGtYLCFalnmRWdHIk73uLEaRGGg6N88Gk4T3iyxWluHVM5LGMLgTvYMnzigDooKduh8cfKJI_oy2ybc_M7VQ3sXxG-24.VtimGf2zTnxSJO3Mn9ObZL4xTNbsXm9KQs2GwInGFJo&dib_tag=se&keywords=laptop+under+50k&qid=1753618335&sr=8-86
