Brand,Title,Price,Product Link
ASUS Vivobook,"ASUS Vivobook 16X, 16"" FHD+ (1920 x 1200), Intel Core i5-13420H Processor, (16GB RAM/512GB SSD/RTX 3050/Windows 11/Indie Black/1.8 Kg), K3605VC-RP412W","₹64,990",https://www.amazon.in/ASUS-Vivobook-i5-13420H-Processor-K3605VC-RP412W/dp/B0F5WS8JTX/ref=sr_1_146?dib=eyJ2IjoiMSJ9.v5bsumDJKy8vkdohH_-TYJUjyw-Gsp6kuvScwGiKm1Vjl4NwHcjUuAh905zJPKCdryEjslonuT1WxZUQ7WD8Ykerxkn-wU8MXcRux17PIEOxiDcPEA4lOxGpVSB6baQZOZd0YJyJ2lhiQqRpqjhgzlsYQSsZoMwYJgZ1YDgbtSyUkqfHDQYb6q6J3vWS3BGOJBgSoEQBXz15TWoUuaGnBwinQ0FIG2LXz-hDhMQPeMU.a1kLWrtQN0julfJ0IAG-32xn69sspJ520ja45mcpb2w&dib_tag=se&keywords=laptop+under+50k&qid=1753618346&sr=8-146
Dell Vostro,"Dell Vostro 15 3530, Intel Core i5 13th Gen-1334U, 8GB RAM, 512GB SSD, FHD 15.6""/35.56cm, Windows 11, Carbon Black, 1.66Kg, Intel UHD Graphics, Ideal for Tech Ninjas Laptop","₹49,990",https://www.amazon.in/Dell-Vostro-15-3530-Laptop-1920x1080/dp/B0D46P4V5V/ref=sr_1_148?dib=eyJ2IjoiMSJ9.v5bsumDJKy8vkdohH_-TYJUjyw-Gsp6kuvScwGiKm1Vjl4NwHcjUuAh905zJPKCdryEjslonuT1WxZUQ7WD8Ykerxkn-wU8MXcRux17PIEOxiDcPEA4lOxGpVSB6baQZOZd0YJyJ2lhiQqRpqjhgzlsYQSsZoMwYJgZ1YDgbtSyUkqfHDQYb6q6J3vWS3BGOJBgSoEQBXz15TWoUuaGnBwinQ0FIG2LXz-hDhMQPeMU.a1kLWrtQN0julfJ0IAG-32xn69sspJ520ja45mcpb2w&dib_tag=se&keywords=laptop+under+50k&qid=1753618346&sr=8-148
Lenovo ThinkPad,"Lenovo ThinkPad E14 AMD Ryzen 5 7530U (8GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/Fingerprint) 14"" WUXGA IPS 300 Nits Thin & Light Laptop /1Y Warranty/Aluminium Top/1.41 kg,21JRS0JH00","₹47,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDg4NzEyNDMyMDM2NDU6MTc1MzYxODM0NjpzcF9idGY6MzAwNTc2NDYwODI5MjMyOjowOjo&url=%2FLenovo-ThinkPad-Fingerprint-Aluminium-21JRS0JH00%2Fdp%2FB0DRPMB7LP%2Fref%3Dsr_1_149_sspa%3Fdib%3DeyJ2IjoiMSJ9.v5bsumDJKy8vkdohH_-TYJUjyw-Gsp6kuvScwGiKm1Vjl4NwHcjUuAh905zJPKCdryEjslonuT1WxZUQ7WD8Ykerxkn-wU8MXcRux17PIEOxiDcPEA4lOxGpVSB6baQZOZd0YJyJ2lhiQqRpqjhgzlsYQSsZoMwYJgZ1YDgbtSyUkqfHDQYb6q6J3vWS3BGOJBgSoEQBXz15TWoUuaGnBwinQ0FIG2LXz-hDhMQPeMU.a1kLWrtQN0julfJ0IAG-32xn69sspJ520ja45mcpb2w%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618346%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ
Lenovo IdeaPad,"Lenovo IdeaPad Slim 3 12th Gen Intel® Core™ i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 83ER00KPIN","₹49,775",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDg4NzEyNDMyMDM2NDU6MTc1MzYxODM0NjpzcF9idGY6MzAwNDcyNTc5MDU1NTMyOjowOjo&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN%2Fdp%2FB0DR96PF63%2Fref%3Dsr_1_150_sspa%3Fdib%3DeyJ2IjoiMSJ9.v5bsumDJKy8vkdohH_-TYJUjyw-Gsp6kuvScwGiKm1Vjl4NwHcjUuAh905zJPKCdryEjslonuT1WxZUQ7WD8Ykerxkn-wU8MXcRux17PIEOxiDcPEA4lOxGpVSB6baQZOZd0YJyJ2lhiQqRpqjhgzlsYQSsZoMwYJgZ1YDgbtSyUkqfHDQYb6q6J3vWS3BGOJBgSoEQBXz15TWoUuaGnBwinQ0FIG2LXz-hDhMQPeMU.a1kLWrtQN0julfJ0IAG-32xn69sspJ520ja45mcpb2w%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618346%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&sp_cr=ZAZ
"HP 15,","HP 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 1TB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.59kg, FD0552TU, Iris Xe, FHD Camera w/Shutter, Backlit Laptop","₹58,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4Mzk3MzM4NjMyMDYxNDE0OjE3NTM2MTgzNTA6c3BfYXRmX25leHQ6MzAwNTg4OTgxNzE5NTMyOjowOjo&url=%2FHP-i5-1334U-Anti-Glare-Micro-Edge-FD0552TU%2Fdp%2FB0F671GG5M%2Fref%3Dsr_1_145_sspa%3Fdib%3DeyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618350%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ
Lenovo Thinkbook,"Lenovo Thinkbook 16 G6 AMD Ryzen 5 16"" Wuxga IPS Antiglare 300 NITS Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA07RIN","₹47,390",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4Mzk3MzM4NjMyMDYxNDE0OjE3NTM2MTgzNTA6c3BfYXRmX25leHQ6MzAwNjExODQ2NDM0NTMyOjowOjo&url=%2FLenovo-Thinkbook-16-G6-21Kka07Rin%2Fdp%2FB0CZ7DNGZH%2Fref%3Dsr_1_146_sspa%3Fdib%3DeyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618350%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&sp_cr=ZAZ
ASUS Vivobook,"ASUS Vivobook Go 15, Intel Core i3-N305 Thin & Light Laptop(Intel UHD iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.63 Kg) E1504GA-NJ3321WS","₹30,980",https://www.amazon.in/ASUS-Vivobook-i3-N305-Windows-E1504GA-NJ3321WS/dp/B0FB97D67V/ref=sr_1_147?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-147
"HP 15,","HP 15, AMD Ryzen 7 5825U, 16GB DDR4, 512GB SSD, 15.6-inch(39.6cm) Anti-Glare, FHD, Radeon Graphics, Backlit KB, 1080p HD cam (Win11, M365 Basic(1yr),Office Home24, Silver, 1.69kg) fc0476AU","₹48,890",https://www.amazon.in/HP-15-6-inch-Anti-glare-Graphics-15s-eq2084AU/dp/B0CRDZVKNK/ref=sr_1_148?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-148
Lenovo IdeaPad,"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XM00UGIN","₹42,690",https://www.amazon.in/Lenovo-IdeaPad-Integrated-Graphics-82XM00UGIN/dp/B0FBX94V45/ref=sr_1_149?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-149
acer [SmartChoice,"acer [SmartChoice Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/1 TB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"")","₹37,490",https://www.amazon.in/Acer-5-5625U-Premium-Windows-AL15-41/dp/B0DG2TCCYM/ref=sr_1_150?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-150
"Acer ALG,","Acer ALG, Intel Core i7-13th Gen 13620H Processor, NVIDIA GeForce RTX 3050-6GB(16GB/512GB) FHD, 39.62cm(15.6""), 144Hz, Windows 11 Home, Steel Gray, 1.99KG, AL15G-53, Premium Metal Body,Gaming Laptop","₹74,990",https://www.amazon.in/Acer-Processor-Graphics-Win11Home-AL15G-53/dp/B0DFHFCS4Y/ref=sr_1_151?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-151
Acer Smartchoice,"Acer Smartchoice Aspire Lite, AMD Ryzen 7 5700U, 16GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, MS Office, Steel Gray, 1.6KG, AL15-41, Metal Body, Premium Thin and Light Laptop","₹43,990",https://www.amazon.in/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTLXMMC/ref=sr_1_152?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-152
ASUS Vivobook,"ASUS Vivobook Go 15, AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.63 Kg) E1504FA-NJ133WS","₹36,990",https://www.amazon.in/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ133WS/dp/B0FB98C9GZ/ref=sr_1_153?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-153
Lenovo IdeaPad,"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/1 Year ADP Free/Arctic Grey/1.37Kg), 83EQ0044IN","₹48,200",https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-35-56cm-83EQ0044IN/dp/B0CWRSC3HS/ref=sr_1_154?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-154
Lenovo IdeaPad,"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0072IN, 3 mon. Game Pass Laptop","₹47,390",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4Mzk3MzM4NjMyMDYxNDE0OjE3NTM2MTgzNTA6c3BfbXRmOjMwMDQ0OTQ0Mjg0MjEzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN%2Fdp%2FB0DP7BZ8FD%2Fref%3Dsr_1_155_sspa%3Fdib%3DeyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618350%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ
"Primebook 4G,","Primebook 4G, 2025(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)","₹16,490",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4Mzk3MzM4NjMyMDYxNDE0OjE3NTM2MTgzNTA6c3BfbXRmOjMwMDIxMzY3MzA2MzIzMjo6MDo6&url=%2FPrimebook-Android-Based-MediaTek-MT8788%2Fdp%2FB0D1Y3MVGL%2Fref%3Dsr_1_156_sspa%3Fdib%3DeyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4%26dib_tag%3Dse%26keywords%3Dlaptop%2Bunder%2B50k%26qid%3D1753618350%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&sp_cr=ZAZ
Lenovo IdeaPad,"Lenovo IdeaPad 1, AMD Ryzen 5 5500U, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MSOffice 2021, Grey, 1.6Kg, 82R400BRIN, Integrated AMD Graphics, HD Camera, 1 Year ADP Free, Thin &Light Laptop","₹38,500",https://www.amazon.in/Lenovo-MSOffice-82R400BRIN-Integrated-Graphics/dp/B09MM58Y7Q/ref=sr_1_157?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-157
ASUS Vivobook,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS","₹39,990",https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS/dp/B0BQSH511C/ref=sr_1_158?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-158
ASUS Vivobook,"ASUS Vivobook Go 15 (2023), AMD Ryzen 3 7320U, 15.6-inch (39.62 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ322WS","₹31,700",https://www.amazon.in/ASUS-Vivobook-15-6-inch-Windows-E1504FA-NJ322WS/dp/B0BTWDRKG1/ref=sr_1_159?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-159
Dell Inspiron,"Dell Inspiron 15 3535, AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Carbon Black, 1.67KG, Ideal for Students, Perfect for Learning and Productivity Laptop","₹37,773",https://www.amazon.in/Dell-Inspiron-3535-Laptop-Productivity/dp/B0D83G8R99/ref=sr_1_160?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-160
ASUS Vivobook,"ASUS Vivobook 14, Core i3-1215U 12th Gen, Thin and Light Laptop, 14"" (35.56 cm) FHD, 60Hz (8 GB RAM/512GB SSD/Windows11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1504ZA-NK322WS","₹30,990",https://www.amazon.in/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK322WS/dp/B0CCPBPYSB/ref=sr_1_161?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-161
MSI Modern,"MSI Modern 15, Intel 13th Gen. i5-1335U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-289IN","₹45,700",https://www.amazon.in/MSI-Modern-15-i5-1335U-B13M-289IN/dp/B0BX9MXTT2/ref=sr_1_162?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-162
HP Victus,"HP Victus Gaming Laptop 15,AMD Ryzen 5 5600H,15.6 inch(39.6cm),FHD,Anti-Glare,8 GB DDR4-3200 MHz RAM, 512 GB PCIe® Gen4NVMe™ TLC M.2 SSD,Windows 11 Home,2.29kg, fb0153AX","₹52,400",https://www.amazon.in/HP-Anti-Glare-DDR4-3200-Gen4NVMeTM-fb0153AX/dp/B0CWNX8P6G/ref=sr_1_163?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-163
Lenovo ThinkBook,"Lenovo ThinkBook 15 Intel 12th Gen Core i5 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win11 Home/MS Office H&S 2021/Backlit Keyboard/Mineral Grey/1.7 Kg), 21DJA049IH","₹45,110",https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Keyboard-21DJA049IH/dp/B0BVRKBNRH/ref=sr_1_164?dib=eyJ2IjoiMSJ9.gKbMBTA6WEjVIPt_RtTutq_Bf9KeYHc9Maakfuz91vzuY6NSFs97HSM65gBcYiJ_iAC40rDRr7Ak8oYZIIptk9T5-AuBi4TB3bUTBlOH2_7od3jBn89wPa-YoWPpsP3Yeo3Vb_JYMdUmXODX2I5M03bE9FOkXsLN4EbRyVFohId5tMqAJP7_SQ812X3NNzs5cNP8UnEHD5y0phNPtpy4T4AXke-Or2WhUUcYzq4-KX4.Hb9LgDBrJk2DkqfvzBUKxSvpIJNiJqi3CrcYQCN-Lx4&dib_tag=se&keywords=laptop+under+50k&qid=1753618350&sr=8-164
